dataset,problem,n,m,nnz_a,nnz_p,clarabel_1e-4,clarabel_1e-6,cuopt_1e-4,cuopt_1e-5,cuopt_1e-6,highs_1e-4,highs_1e-6,osqp_1e-4,osqp_1e-5,osqp_1e-6,piqp_1e-4,piqp_1e-6,proxqp_1e-4,proxqp_1e-5,proxqp_1e-6,qtqp_cudss_1e-4,qtqp_cudss_1e-6,qtqp_cudss_1e-8,qtqp_mkl_1e-4,qtqp_mkl_1e-6,qtqp_mkl_1e-8,scs_cpu_1e-4,scs_cpu_1e-5,scs_cpu_1e-6,scs_cudss_1e-4,scs_cudss_1e-5,scs_cudss_1e-6,clarabel_1e-4_status,clarabel_1e-6_status,cuopt_1e-4_status,cuopt_1e-5_status,cuopt_1e-6_status,highs_1e-4_status,highs_1e-6_status,osqp_1e-4_status,osqp_1e-5_status,osqp_1e-6_status,piqp_1e-4_status,piqp_1e-6_status,proxqp_1e-4_status,proxqp_1e-5_status,proxqp_1e-6_status,qtqp_cudss_1e-4_status,qtqp_cudss_1e-6_status,qtqp_cudss_1e-8_status,qtqp_mkl_1e-4_status,qtqp_mkl_1e-6_status,qtqp_mkl_1e-8_status,scs_cpu_1e-4_status,scs_cpu_1e-5_status,scs_cpu_1e-6_status,scs_cudss_1e-4_status,scs_cudss_1e-5_status,scs_cudss_1e-6_status
maros_meszaros,AUG2D,20200.0,30200.0,60200.0,19800.0,0.06,0.06,5.79,0.72,0.54,0.43,0.32,0.1,0.1,0.09,0.1,0.1,8.92,17.75,19.82,5.77,8.89,9.5,0.33,0.33,0.33,0.4,0.4,0.32,1.14,0.62,1.11,optimal,optimal,solver_error,solver_error,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,AUG2DC,20200.0,30200.0,60200.0,20200.0,0.06,0.06,0.53,0.82,0.51,0.34,0.3,0.1,0.11,0.1,0.09,0.1,4.3,8.34,9.06,1.15,1.99,1.81,0.31,0.29,0.31,0.27,0.28,0.28,0.82,0.52,0.81,optimal,optimal,solver_error,solver_error,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,AUG2DCQP,20200.0,30200.0,60200.0,20200.0,0.24,0.26,0.67,0.75,0.6,177.71,106.71,1.24,1.26,1.34,0.14,0.13,32.09,50.36,47.54,1.33,2.02,2.18,0.68,0.7,0.83,0.73,0.76,0.87,1.2,0.85,1.39,optimal,optimal,optimal,optimal,optimal,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,AUG2DQP,20200.0,30200.0,60200.0,19800.0,0.25,0.27,0.58,0.75,0.58,129.36,111.46,1.13,1.17,1.21,0.15,0.16,64.35,97.79,90.21,1.37,2.19,2.15,0.72,0.75,0.84,0.72,0.8,0.78,1.24,0.85,1.44,optimal,optimal,optimal,optimal,optimal,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,AUG3D,3873.0,4873.0,10419.0,2673.0,0.01,0.01,0.46,0.48,0.56,5.87,5.22,0.02,0.02,0.02,0.02,0.01,0.02,0.04,0.05,0.96,1.51,1.63,0.07,0.07,0.07,0.07,0.06,0.06,0.58,0.33,0.54,optimal,optimal,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,AUG3DC,3873.0,4873.0,10419.0,3873.0,0.01,0.01,0.47,0.51,0.42,5.9,5.39,0.02,0.02,0.02,0.02,0.01,0.02,0.04,0.05,1.03,1.61,1.52,0.07,0.07,0.07,0.06,0.06,0.06,0.56,0.33,0.56,optimal,optimal,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,AUG3DCQP,3873.0,4873.0,10419.0,3873.0,0.04,0.04,0.5,0.75,0.49,195.85,76.86,0.03,0.03,0.03,0.03,0.03,0.67,1.46,1.4,1.03,1.67,1.76,0.15,0.16,0.17,0.14,0.14,0.14,1.19,0.44,0.78,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,AUG3DQP,3873.0,4873.0,10419.0,2673.0,0.04,0.04,0.52,0.59,0.49,21.65,11.12,0.03,0.03,0.03,0.03,0.03,1.1,1.96,1.92,1.13,2.32,1.72,0.13,0.16,0.18,0.11,0.11,0.12,0.65,0.39,0.65,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,BOYD1,93261.0,93279.0,652246.0,93261.0,2.0,5.87,1.64,1.79,1.59,300.3,300.21,128.26,224.08,295.94,0.91,1.34,390.0,390.0,390.0,3.02,4.56,5.17,3.68,3.63,3.89,2.4,2.53,3.34,3.24,2.25,5.17,optimal_inaccurate,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,BOYD2,93263.0,279794.0,517047.0,2.0,13.77,12.67,5.48,5.66,5.01,300.16,300.12,300.03,300.03,300.03,2.74,5.8,390.0,390.0,390.0,71.93,312.87,360.0,272.34,248.88,367.84,87.7,303.96,303.16,64.12,301.5,302.36,max_iter_reached,max_iter_reached,optimal,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,time_limit,time_limit,time_limit,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CONT-050,2597.0,4998.0,14602.0,2597.0,0.07,0.08,0.68,0.56,0.52,1.71,1.18,0.42,0.49,0.44,0.06,0.07,0.87,0.84,0.84,1.18,1.62,2.1,0.22,0.2,0.24,0.12,0.16,0.11,0.7,0.42,0.81,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CONT-100,10197.0,19998.0,59202.0,10197.0,1.63,1.82,0.61,0.76,0.63,44.91,34.81,7.45,12.53,11.09,0.55,0.6,390.0,390.0,390.0,1.3,1.93,2.26,0.85,0.86,0.88,3.57,20.66,15.55,2.37,31.9,27.15,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CONT-101,10197.0,20295.0,59796.0,2700.0,2.03,2.21,0.65,0.66,0.59,27.41,21.1,9.99,14.5,15.4,0.53,0.6,390.0,390.0,390.0,1.38,2.0,2.29,1.04,0.94,0.95,0.96,1.01,0.79,1.11,0.85,1.22,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CONT-200,40397.0,79998.0,238402.0,40397.0,11.26,12.34,0.98,1.03,0.9,325.73,300.07,191.9,300.02,300.02,5.14,5.48,390.0,390.0,390.0,2.59,3.3,4.08,4.87,4.4,4.23,4.46,300.8,300.65,2.95,16.77,301.4,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,time_limit,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CONT-201,40397.0,80595.0,239596.0,10400.0,11.61,13.52,0.97,1.27,0.93,301.73,390.0,300.02,300.02,300.01,5.57,6.38,390.0,390.0,390.0,2.95,3.86,4.49,6.21,4.96,5.88,4.91,6.83,4.72,3.49,2.59,5.54,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CONT-300,90597.0,180895.0,539396.0,23100.0,20.36,23.8,1.39,2.64,1.38,341.78,358.14,300.04,300.05,300.02,20.3,29.69,390.0,390.0,390.0,5.09,6.82,7.93,15.45,14.31,15.2,18.3,24.06,25.42,7.05,6.55,11.86,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CVXQP1_L,10000.0,15000.0,24998.0,69968.0,7.2,8.06,2.42,2.37,2.22,18.41,11.05,27.53,42.26,59.67,23.38,28.79,390.0,390.0,390.0,1.75,2.5,2.68,4.44,4.09,4.37,33.85,36.52,38.98,18.15,16.96,26.8,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CVXQP1_M,1000.0,1500.0,2498.0,6968.0,0.22,0.29,0.64,0.73,0.75,0.1,0.07,0.08,0.1,0.09,0.06,0.06,1.2,1.18,1.17,1.06,1.7,1.81,0.15,0.16,0.16,0.1,0.12,0.09,0.73,0.5,0.77,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CVXQP1_S,100.0,150.0,248.0,672.0,0.0,0.0,0.42,0.6,0.54,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,6.89,7.3,0.04,0.03,0.04,0.01,0.01,0.01,0.5,0.29,0.49,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CVXQP2_L,10000.0,12500.0,17499.0,69968.0,3.38,4.49,1.33,1.33,1.32,57.65,82.89,6.81,8.7,9.05,9.48,12.44,155.58,150.0,154.03,1.45,2.15,2.26,1.46,1.56,1.72,2.51,2.67,2.1,2.18,1.55,2.26,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CVXQP2_M,1000.0,1250.0,1749.0,6968.0,0.17,0.21,0.57,0.66,0.93,0.08,0.06,0.03,0.03,0.03,0.03,0.04,0.86,0.81,0.89,1.01,1.7,1.67,0.09,0.09,0.1,0.06,0.06,0.04,0.59,0.37,0.61,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CVXQP2_S,100.0,125.0,174.0,672.0,0.0,0.0,0.43,0.59,0.45,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.6,1.69,0.03,0.03,0.03,0.01,0.01,0.01,0.52,0.3,0.49,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CVXQP3_L,10000.0,17500.0,32497.0,69968.0,4.35,5.42,2.22,2.37,2.26,23.09,14.22,22.14,57.44,98.28,29.05,38.53,390.0,390.0,390.0,1.78,2.45,3.21,3.12,3.07,4.33,30.99,32.9,34.24,14.64,10.83,20.97,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CVXQP3_M,1000.0,1750.0,3247.0,6968.0,0.38,0.46,0.86,1.01,0.92,0.14,0.09,0.32,0.52,0.44,0.07,0.08,2.11,2.26,2.22,1.16,1.71,1.8,0.15,0.16,0.19,0.17,0.7,0.64,0.9,1.92,4.37,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,CVXQP3_S,100.0,175.0,322.0,672.0,0.0,0.0,0.55,0.51,0.54,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,1.14,1.68,1.61,0.03,0.03,0.04,0.01,0.01,0.01,0.66,0.34,0.52,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,DPKLO1,133.0,210.0,1708.0,77.0,0.0,0.0,0.43,0.44,0.44,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,6.73,7.27,0.02,0.02,0.02,0.01,0.01,0.01,0.47,0.29,0.57,optimal,optimal,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,DTOC3,14999.0,24997.0,49992.0,14997.0,0.04,0.08,0.56,0.59,0.85,0.18,0.14,0.15,0.17,0.17,0.05,0.06,362.0,353.11,390.0,1.1,1.59,1.64,0.25,0.2,0.2,0.31,0.39,0.26,0.8,0.51,1.26,optimal,optimal,solver_error,solver_error,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,DUAL1,85.0,86.0,170.0,7031.0,0.0,0.01,0.45,0.44,0.41,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,1.5,1.63,0.04,0.04,0.04,0.01,0.01,0.01,0.5,0.29,0.52,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,DUAL2,96.0,97.0,192.0,8920.0,0.01,0.01,0.39,0.5,0.42,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91,1.63,1.61,0.04,0.04,0.04,0.01,0.01,0.01,0.48,0.28,0.49,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,DUAL3,111.0,112.0,222.0,12105.0,0.01,0.01,0.42,0.49,0.42,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.59,1.68,0.04,0.04,0.04,0.01,0.01,0.01,0.47,0.28,0.55,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,DUAL4,75.0,76.0,150.0,5523.0,0.0,0.0,0.41,0.46,0.61,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.65,1.8,0.03,0.03,0.04,0.01,0.01,0.01,0.48,0.29,0.47,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,DUALC1,9.0,224.0,1944.0,81.0,0.0,0.0,0.44,0.47,0.42,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1.77,1.75,0.04,0.03,0.03,0.01,0.01,0.01,0.47,0.31,0.47,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,DUALC2,7.0,236.0,1610.0,49.0,0.0,0.0,0.41,0.55,0.43,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,1.24,1.56,1.74,0.03,0.03,0.03,0.01,0.01,0.0,0.47,0.3,0.48,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,DUALC5,8.0,286.0,2232.0,64.0,0.0,0.0,0.42,0.48,0.44,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.58,1.67,0.03,0.03,0.03,0.01,0.01,0.01,0.44,0.3,0.45,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,DUALC8,8.0,511.0,4032.0,64.0,0.0,0.0,0.39,0.49,0.41,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,5.72,7.14,7.63,0.04,0.04,0.04,0.01,0.01,0.01,0.46,0.36,0.47,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,EXDATA,3000.0,6001.0,10500.0,2250000.0,2.86,3.02,1.05,1.32,1.09,4.94,2.69,3.89,3.92,3.53,6.14,7.56,390.0,390.0,390.0,7.81,2.82,3.2,3.1,2.93,3.06,1.74,1.77,1.42,1.32,0.99,1.38,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,GENHS28,10.0,18.0,34.0,28.0,0.0,0.0,0.51,0.45,0.61,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.56,1.71,0.02,0.01,0.01,0.0,0.0,0.0,0.46,0.29,0.46,optimal,optimal,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,GOULDQP2,699.0,1048.0,1746.0,1045.0,0.01,0.01,0.43,0.5,0.41,0.06,0.24,0.01,0.02,0.04,0.0,0.0,0.48,0.49,0.61,1.2,1.69,1.63,0.05,0.06,0.07,0.03,0.03,0.06,0.61,0.34,0.72,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,GOULDQP3,699.0,1048.0,1746.0,2092.0,0.01,0.01,0.58,0.55,0.46,0.06,0.05,0.0,0.01,0.0,0.0,0.0,0.12,0.16,0.15,1.22,1.62,1.71,0.06,0.06,0.06,0.01,0.03,0.03,0.42,0.38,0.64,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HS118,15.0,32.0,54.0,15.0,0.0,0.0,0.43,0.5,0.42,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.54,1.46,0.02,0.02,0.03,0.0,0.0,0.0,0.43,0.3,0.55,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HS21,2.0,3.0,4.0,2.0,0.0,0.0,0.67,0.45,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.67,1.51,0.02,0.02,0.02,0.0,0.0,0.0,0.44,0.29,0.58,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HS268,5.0,10.0,30.0,25.0,0.0,0.0,0.38,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.48,1.51,0.02,0.02,0.02,0.0,0.0,0.0,0.48,0.31,0.52,optimal,optimal,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HS35,3.0,4.0,6.0,7.0,0.0,0.0,0.51,0.53,0.41,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.52,1.52,0.02,0.02,0.02,0.0,0.0,0.0,0.45,0.3,0.48,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HS35MOD,3.0,4.0,6.0,7.0,0.0,0.0,0.4,0.44,0.39,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,1.63,1.51,0.02,0.02,0.02,0.0,0.0,0.0,0.43,0.29,0.47,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HS51,5.0,8.0,12.0,9.0,0.0,0.0,0.5,0.43,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.64,1.45,0.01,0.01,0.01,0.0,0.0,0.0,0.43,0.29,0.47,optimal,optimal,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HS52,5.0,8.0,12.0,9.0,0.0,0.0,0.39,0.43,0.41,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.46,1.43,0.01,0.01,0.01,0.0,0.0,0.0,0.4,0.28,0.48,optimal,optimal,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HS53,5.0,8.0,12.0,9.0,0.0,0.0,0.42,0.45,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.49,1.47,0.02,0.02,0.02,0.0,0.0,0.0,0.42,0.29,0.51,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HS76,4.0,7.0,14.0,8.0,0.0,0.0,0.38,0.49,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.52,1.46,0.02,0.02,0.02,0.0,0.0,0.0,0.4,0.3,0.45,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HUES-MOD,10000.0,10002.0,30000.0,10000.0,0.06,0.08,0.49,0.59,0.53,240.66,300.07,0.11,0.09,0.07,0.04,0.04,0.1,0.1,0.1,1.28,1.68,1.9,0.24,0.23,0.24,1.22,1.27,1.0,1.6,1.36,1.61,optimal,optimal,optimal,optimal,optimal,solver_error,time_limit,primal_infeasible,primal_infeasible,primal_infeasible,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,HUESTIS,10000.0,10002.0,30000.0,10000.0,0.08,0.06,0.59,0.59,0.54,249.41,300.04,0.05,0.04,0.04,0.05,0.05,0.14,0.13,0.13,1.25,1.84,1.79,0.23,0.22,0.24,31.22,31.39,25.71,22.7,4.99,11.47,optimal,optimal,optimal,optimal,optimal,solver_error,time_limit,primal_infeasible,primal_infeasible,primal_infeasible,optimal,optimal,primal_infeasible,primal_infeasible,primal_infeasible,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
maros_meszaros,KSIP,20.0,1021.0,19918.0,20.0,0.02,0.02,0.47,0.53,0.47,0.03,0.03,0.02,0.08,0.29,0.01,0.01,0.53,0.5,0.5,1.21,1.63,1.71,0.06,0.06,0.07,0.03,0.04,0.81,0.47,0.3,1.84,optimal,optimal,solver_error,solver_error,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
